Name,Entity
accutrim,DRUG
phenylpropanolamine-oral,DRUG
ace inhibitors,DRUG
ace inhibitors vs arbs,DRUG
ace inhibitors vs beta blockers,DRUG
ace inhibitors with thiazide-oral,DRUG
aceon,DRUG
perindopril-oral,DRUG
acephen,DRUG
acetaminophen-rectal suppository,DRUG
acetaminophen and tramadol,DRUG
tramadol and acetaminophen,DRUG
acetaminophen vs ibuprofen side effects,DRUG
"acetaminophen, butalbital, and caffeine",DRUG
narcotic analgesic-apap-caffeine-butalbital-oral,DRUG
acetaminophen-isometheptene-dichloralphenazone,DRUG
acetaminophen-oral,DRUG
acetaminophen/phenyltoloxamine-oral,DRUG
acetasol hc,DRUG
acetic acid with hydrocortisone-otic,DRUG
acetazolamide-oral,DRUG
acetic acid with aluminum acetate-otic,DRUG
acetic acid-otic,DRUG
acetohexamide,DRUG
acetohydroxamic acid-oral,DRUG
acetylcysteine-inhalation/oral,DRUG
acetylsalicylic acid,DRUG
acid reducer,DRUG
ranitidine 75mg-oral,DRUG
"acid, bile sequestrants",DRUG
bile acid sequestrants,DRUG
"acid, folic",DRUG
folic acid-oral,DRUG
acilac,DRUG
lactulose-oral,DRUG
rabeprazole delayed release-oral,DRUG
acitretin-oral,DRUG
actemra,DRUG
tocilizumab,DRUG
actigall,DRUG
ursodiol-oral,DRUG
interferon,DRUG
interferon gamma 1b-injectable,DRUG
fentanyl-oral lozenge,DRUG
cancer pain only,DRUG
activase,DRUG
activella,DRUG
estradiol/norethindrone-oral,DRUG
estrogen/progestins-oral,DRUG
risedronate-oral,DRUG
risedronate weekly-oral,DRUG
actos,DRUG
pioglitazone-oral,DRUG
ketorolac tromethamine-ophthalmic,DRUG
ketorolac tromethamine - ophthalmic,DRUG
acuvail,DRUG
acyclovir-injection,DRUG
acyclovir-oral,DRUG
acyclovir-topical cream,DRUG
acyclovir-topical ointment,DRUG
adalat,DRUG
adalat cc,DRUG
nifedipine sustained action-oral,DRUG
adalimumab,DRUG
adalimumab humira,DRUG
adalimumab-injection,DRUG
adapalene,DRUG
adapalene vs. benzoyl peroxide,DRUG
adapalene-topical,DRUG
adapin,DRUG
doxepin,DRUG
amphetamine and dextroamphetamine,DRUG
amphetamine with dextroamphetamine-oral tablet,DRUG
adderall vs dexedrine,DRUG
adderall vs. concerta,DRUG
adderall vs. ritalin differences and similarities,DRUG
amphetamine-dextroamphetamine extended-release,DRUG
addyi,DRUG
flibanserin,DRUG
adefovir dipivoxil-oral,DRUG
adhd,DRUG
vyvanse vs strattera,DRUG
adhd medications,DRUG
adhd stimulants,DRUG
stimulants for adhd,DRUG
adipex-p,DRUG
phentermine,DRUG
adlyxin lixisenatide,DRUG
adoxa,DRUG
doxycycline,DRUG
adrenalin,DRUG
epinephrine solution-inhalation,DRUG
adriamycin,DRUG
doxorubicin-injection,DRUG
adrucil,DRUG
fluorouracil-injection,DRUG
fluticasone and salmeterol oral inhaler,DRUG
salmeterol/fluticasone inhalation disk-oral,DRUG
advate,DRUG
"antihemophilic factor, recombinant-injection",DRUG
niacin and lovastatin,DRUG
niacin extended-release/lovastatin-oral,DRUG
advil,DRUG
ibuprofen chewable-oral,DRUG
ibuprofen-oral,DRUG
flunisolide nasal spray,DRUG
flunisolide-inhalation,DRUG
aerobid hfa,DRUG
afeditab,DRUG
afluria,DRUG
influenza virus vaccine-vial intramuscular,DRUG
afrinol,DRUG
pseudoephedrine-oral,DRUG
agenerase,DRUG
tirofiban-injectable,DRUG
aggrenox,DRUG
aspirin-dipyridamole er-oral,DRUG
anagrelide-oral,DRUG
aimovig erenumab,DRUG
ak-t-caine pf,DRUG
tetracaine ophthalmic drops,DRUG
akne-mycin,DRUG
erythromycin-topical ointment,DRUG
al-12,DRUG
ammonium lactate topical,DRUG
alagesic lq,DRUG
alahist dhc,DRUG
decongestant with narcotic antitussive-oral,DRUG
alavert allergy & sinus,DRUG
loratadine and pseudoephedrine,DRUG
alavert odt,DRUG
loratadine dispersible tablet-oral,DRUG
albalon,DRUG
naphazoline-ophthalmic,DRUG
albendazole-oral,DRUG
albenza,DRUG
albuked,DRUG
albumin-injection,DRUG
albuminar,DRUG
alburx,DRUG
albutein,DRUG
albuterol and ipratropium inhaler,DRUG
albuterol and ipratropium oral inhaler,DRUG
albuterol capsules-inhalation,DRUG
albuterol-inhalation pre-mixed solution,DRUG
albuterol-inhalation solution,DRUG
alcacuz,DRUG
licorice,DRUG
glycyrrhiza glabra-oral,DRUG
alcortin a,DRUG
hydrocortisone-iodoquinol-topical,DRUG
aldactone,DRUG
spironolactone-oral,DRUG
spironolactone vs. lasix,DRUG
imiquimod-topical,DRUG
aldesleukin-injection,DRUG
aldomet,DRUG
methyldopa-oral,DRUG
aldoril,DRUG
methyldopa w/thiazide diuretics-oral,DRUG
alefacept,DRUG
alefacept-intramuscular,DRUG
alemtuzumab-injectable,DRUG
alendronate,DRUG
alendronate 40 mg-oral,DRUG
alendronate 70 mg weekly- oral solution,DRUG
alendronate weekly-oral,DRUG
alendronate-oral,DRUG
naproxen vs celebrex,DRUG
alfenta,DRUG
alfentanil-injection,DRUG
alferon n,DRUG
interferon alfa,DRUG
con-injection,DRUG
alferon-n,DRUG
alfuzosin extended-release-oral,DRUG
alinia,DRUG
nitazoxanide-oral tablet,DRUG
nitazoxanide-oral suspension,DRUG
alirocumab,DRUG
alitretinoin gel-topical,DRUG
alkeran,DRUG
melphalan-oral,DRUG
allegra,DRUG
fexofenadine 180mg tablet-oral,DRUG
fexofenadine-oral,DRUG
allegra allergy,DRUG
allegra d,DRUG
fexofenadine /pseudoephedrine extended release,DRUG
allegra hives,DRUG
allegra-d,DRUG
fexofenadine and pseudoephedrine,DRUG
"allergy meds, nasal",DRUG
nasal allergy medications,DRUG
alli,DRUG
orlistat,DRUG
orlistat-oral,DRUG
allopurinol-oral,DRUG
almotriptan-oral,DRUG
alocril,DRUG
nedocromil sodium-ophthalmic,DRUG
alomide,DRUG
lodoxamide-ophthalmic,DRUG
alophen,DRUG
bisacodyl-rectal suppository,DRUG
aloprim,DRUG
alosetron,DRUG
alosetron-oral,DRUG
aloxi,DRUG
palonosetron-injection,DRUG
alpha-1-proteinase inhibitor-injection,DRUG
alphagan,DRUG
brimonidine-ophthalmic solution,DRUG
alphanate,DRUG
"antihemophilic factor, human-injection",DRUG
alphanine sd,DRUG
"factor ix, human-injection",DRUG
alpharedisol,DRUG
hydroxocobalamin-injectable,DRUG
alphatrex,DRUG
betamethasone dipropionate,DRUG
alprazolam concentrate solution-oral,DRUG
alprazolam extended release-oral,DRUG
alprazolam intensol,DRUG
alprazolam vs. clonazepam,DRUG
klonopin clonazepam vs xanax alprazolam,DRUG
alprazolam vs. diazepam,DRUG
alprazolam xanax vs sertraline zoloft,DRUG
alprazolam xanax vs temazepam restoril,DRUG
alprazolam-oral,DRUG
alprostadil penile suppository,DRUG
alprostadil-intracavernosal,DRUG
alsuma,DRUG
sumatriptan succinate-injection,DRUG
ramipril-oral capsule,DRUG
aluminum hydroxide suspension-oral,DRUG
altinac,DRUG
altoprev,DRUG
lovastatin extended release-oral,DRUG
altretamine,DRUG
altretamine-oral,DRUG
alu-cap,DRUG
aluminum hydroxide-oral,DRUG
aluminum chloride-topical solution,DRUG
"aluminum hydroxide, magnesium hydroxide",DRUG
aluminum_hydrochloride,DRUG
alupent,DRUG
metaproterenol-inhalation solution,DRUG
alvesco,DRUG
ciclesonide,DRUG
amantadine-oral,DRUG
glimepiride-oral,DRUG
ambenonium-oral,DRUG
ambien,DRUG
zolpidem,DRUG
zolpidem-oral,DRUG
naratriptan-oral,DRUG
americaine,DRUG
benzocaine-otic,DRUG
amevive,DRUG
aminocaproic acid-oral,DRUG
amidrine,DRUG
amifostine-injection,DRUG
amigesic,DRUG
amikacin injection,DRUG
amikin,DRUG
amiloride-oral,DRUG
amino acid-electrolytes-glycerin-injection,DRUG
amino acids-injection,DRUG
aminophylline-injection,DRUG
aminosyn,DRUG
amiodarone-injection,DRUG
amiodarone-oral,DRUG
amitriptyline w/ perphenazine-oral,DRUG
amitriptyline with chlordiazepoxide-oral,DRUG
amlexanox-mucous membrane,DRUG
amlodipine and benazepril,DRUG
amlodipine and valsartan,DRUG
amlodipine w/benazepril-oral,DRUG
amlodipine-oral,DRUG
amlodipine/atorvastatin-oral,DRUG
amoxicillin amoxil vs ceftriaxone rocephin,DRUG
amoxicillin amoxil vs cipro ciprofloxacin,DRUG
amoxicillin amoxil vs doxycycline vibramycin,DRUG
amoxicillin and clavulanic acid,DRUG
amoxicillin chewable tablets-oral,DRUG
amoxicillin moxatag vs ampicillin amoxil,DRUG
amoxicillin moxatag vs azithromycin zithromax,DRUG
amoxicillin suspension 400mg-oral,DRUG
amoxicillin suspension-oral,DRUG
amoxicillin tablet 875mg-oral,DRUG
amoxicillin vs augmentin,DRUG
amoxicillin vs levaquin,DRUG
amoxicillin vs penicillin,DRUG
amoxicillin-oral,DRUG
amoxicillin/clavulanic acid chew tab - oral,DRUG
amoxicillin/clavulanic acid extended release tab,DRUG
amoxicillin/clavulanic acid suspension-oral,DRUG
amoxicillin/clavulanic acid tablet 500mg/125mg,DRUG
amoxicillin/clavulanic acid tablet 875mg/125mg,DRUG
amoxil,DRUG
amoxil moxatag amoxicillin vs ceftin cefuroxime,DRUG
atomoxetine vs adderall,DRUG
amphotericin injection,DRUG
ampicillin with sulbactam-injection,DRUG
ampicillin with sulbactam-oral,DRUG
amprya,DRUG
"dalfampridine, ampyra",DRUG
amrix,DRUG
anabar,DRUG
salicylamide/acetaminophen/phenyltoloxamine capsul,DRUG
anabolic steroids,DRUG
anabolic steroids-oral,DRUG
anadrol,DRUG
oxymetholone-oral,DRUG
anafranil,DRUG
clomipramine-oral,DRUG
anakinra-injectable,DRUG
"analgesics, antipyretics",DRUG
"analgesics, narcotic",DRUG
narcotic analgesics-oral,DRUG
analpram,DRUG
pramoxine with hydrocortisone - rectal,DRUG
analpram hc,DRUG
pramoxine-hydrocortisone-lotion,DRUG
anaprox,DRUG
naproxen-oral,DRUG
anaspaz,DRUG
hyoscyamine-oral,DRUG
anastrozole vs. letrozole,DRUG
anastrozole-oral,DRUG
ancobon,DRUG
flucytosine-oral,DRUG
androderm,DRUG
testosterone-transdermal,DRUG
testosterone gel-topical,DRUG
android,DRUG
methyltestosterone-oral,DRUG
"android-f, halotestin",DRUG
androl-50,DRUG
oxymetholone,DRUG
anexsia,DRUG
hydrocodone/acetaminophen,DRUG
anexsia vs. oxycodone,DRUG
oxycodone vs. vicodin hydrocodone/acetaminophen,DRUG
angelica china,DRUG
dong quai,DRUG
angelica sinensis-oral,DRUG
angelica sinensis,DRUG
angiotensin converting enzyme inhibitors,DRUG
angiotensin ii receptor blockers,DRUG
angiotensin ii receptor vs calcium channel blocker,DRUG
anistreplase-injection,DRUG
ansaid,DRUG
flurbiprofen,DRUG
antabuse,DRUG
disulfiram-oral,DRUG
antara,DRUG
fenofibrate-oral,DRUG
anthralin lotion,DRUG
for scalp-topical,DRUG
anthralin topical,DRUG
anti-itch,DRUG
pramoxine and benzyl alcohol,DRUG
antibiotic-anesthetic-steroid-rectal ointment,DRUG
antibiotic/anesthetic/steroid-rectal,DRUG
"antibodies, monoclonal",DRUG
monoclonal antibodies,DRUG
anticholinergic bronchodilators,DRUG
bronchodilators for asthma,DRUG
anticholinergics-antispasmodics-oral,DRUG
anticoagulants drug class of blood thinners,DRUG
antidepressants,DRUG
antifungals-topical,DRUG
antihistamines vs corticosteroids,DRUG
antihistamines with decongestants-oral,DRUG
"antihistamines, oral",DRUG
antihistamines-oral,DRUG
antihistamines-injection,DRUG
antiperspirant,DRUG
antiplatelet medications,DRUG
aspirin and antiplatelet medications,DRUG
"antipsychotics, phenothiazine",DRUG
phenothiazines-oral,DRUG
antipyrine with benzocaine-otic,DRUG
antispasmodic drugs,DRUG
antivert,DRUG
"meclizine, cyclizine-oral",DRUG
antrizine,DRUG
anturane,DRUG
anturol,DRUG
anucort-hc,DRUG
hydrocortisone-rectal suppository,DRUG
"hydrocortisone-rectal cream, ointment",DRUG
anxiolytics for anxiety drug class,DRUG
dolasetron-oral,DRUG
dolasetron-injection,DRUG
aphthasol,DRUG
apirda,DRUG
insulin for diabetes treatment: types side effects,DRUG
apixaban,DRUG
aplenzin,DRUG
bupropion extended release-oral,DRUG
appetite suppressants-oral,DRUG
apraclonidine-ophthalmic drops 0.5,DRUG
apraclonidine-ophthalmic drops 1 percent,DRUG
apremilast,DRUG
aprepitant-oral,DRUG
apresazide,DRUG
hydralazine with hctz-oral,DRUG
apresoline,DRUG
hydralazine-oral,DRUG
apricot vine,DRUG
passion flower,DRUG
passiflora incarnata-oral,DRUG
aqua-mephyton,DRUG
vitamin k-injection,DRUG
aqualax,DRUG
docusate-oral,DRUG
aquamephyton,DRUG
aquasol a,DRUG
vitamin a-oral,DRUG
aquasol e,DRUG
vitamin e-oral,DRUG
aralen,DRUG
chloroquine-oral,DRUG
darbepoetin alfa-injectable,DRUG
leflunomide-oral,DRUG
arbs,DRUG
aredia,DRUG
pamidronate-injection,DRUG
argatroban-injectable,DRUG
argesic-sa,DRUG
donepezil-oral,DRUG
aricept odt,DRUG
arixtra,DRUG
fondaparinux sodium-injectable,DRUG
armodafinil,DRUG
arnica,DRUG
arnica montana-topical,DRUG
arnicare,DRUG
arniflora,DRUG
exemestane-oral,DRUG
aromatic ammonia-inhalation,DRUG
arsenic trioxide-injectable,DRUG
artha-g,DRUG
arthritis foundation safety coated aspirin,DRUG
arthrotec,DRUG
diclofenac and misoprostol,DRUG
diclofenac w/misoprostol-oral tablet,DRUG
mesalamine-tablet,DRUG
asacol hd,DRUG
asacol vs humira,DRUG
ascorbate calcium-oral,DRUG
ascorbic acid-oral,DRUG
asenapine,DRUG
ask lyrica vs tramadol,DRUG
asparaginase-injection,DRUG
aspergum,DRUG
aspirin gum-oral,DRUG
aspirin bayer vs aleve naproxen,DRUG
aspirin bayer vs eliquis apixaban,DRUG
aspirin bayer vs tylenol acetaminophen,DRUG
aspirin bayer vs warfarin coumadin jantoven,DRUG
aspirin bayer vs xarelto rivaroxaban,DRUG
aspirin chewable-oral,DRUG
aspirin for angina,DRUG
aspirin for heart attack,DRUG
aspirin for ischemic strokes,DRUG
aspirin for strokes,DRUG
aspirin therapy,DRUG
aspirin vs nsaids,DRUG
aspirin vs plavix,DRUG
aspirin-oral,DRUG
aspirin-rectal suppository,DRUG
azelastine nasal,DRUG
astemizole,DRUG
asthma bronchodilators,DRUG
astramorph,DRUG
morphine high potency injection,DRUG
candesartan-oral,DRUG
atamet,DRUG
levodopa with carbidopa-oral,DRUG
atarax,DRUG
atazanavir-oral,DRUG
atelvia,DRUG
atenolol and chlorthalidone,DRUG
atenolol-oral,DRUG
atezolizumab tecentriq,DRUG
"lymphocyte immune globulin, anti-thymocyte",DRUG
horse,DRUG
lorazepam-oral,DRUG
lorazepam injection,DRUG
ativan lorazepam vs librium chlordiazepoxide,DRUG
ativan lorazepam vs valium diazepam,DRUG
ativan lorazepam vs versed midazolam,DRUG
ativan vs. nortriptyline,DRUG
ativan vs. xanax,DRUG
atomoxetine-oral,DRUG
atorvastatin lipitor vs simvastatin zocor,DRUG
atorvastatin-oral,DRUG
atovaquone-oral suspension,DRUG
atovaquone-proguanil-oral,DRUG
atralin,DRUG
atreza,DRUG
atropine-oral,DRUG
atridox,DRUG
"hyoscyamine, atropine, scopolamine, phenobarbital",DRUG
atropine sulfate ointment-ophthalmic,DRUG
atropine sulfate-ophthalmic,DRUG
ipratropium bromide inhaler,DRUG
ipratropium-inhalation solution,DRUG
"ipratropium nasal inhaler, atrovent",DRUG
attapulgite,DRUG
attenuated influenza vaccine,DRUG
influenza nasal vaccine,DRUG
attenuated live flu vaccine,DRUG
aubagio,DRUG
teriflunomide,DRUG
augmentin,DRUG
augmentin xr,DRUG
auralgan,DRUG
auranofin,DRUG
auranofin-oral,DRUG
auro,DRUG
carbamide peroxide-otic,DRUG
aurothioglucose,DRUG
aurothiomalate,DRUG
auvi-q,DRUG
epinephrine auto-injector,DRUG
avage,DRUG
tazarotene cream-topical,DRUG
irbesartan w/ hydrochlorothiazide-oral,DRUG
avanafil,DRUG
stendra,DRUG
rosiglitazone/metformin-oral,DRUG
rosiglitazone,DRUG
rosiglitazone-oral,DRUG
irbesartan-oral,DRUG
avar,DRUG
sulfacetamide with sulfur-topical gel,DRUG
sulfacetamide with sulfur-topical cream,DRUG
sulfacetamide with sulfur-topical cleanser,DRUG
avastin,DRUG
bevacizumab-injection,DRUG
avc,DRUG
sulfanilamide-vaginal cream,DRUG
aveed,DRUG
testosterone undecanoate-oral capsule,DRUG
moxifloxacin-oral,DRUG
moxifloxacin-injectable,DRUG
aventyl,DRUG
avinza,DRUG
morphine extended-release capsules-oral,DRUG
avita,DRUG
dutasteride-oral,DRUG
interferon beta-1a-prefilled inj syringe,DRUG
interferon beta 1a-injection,DRUG
axert,DRUG
axid,DRUG
nizatidine-oral,DRUG
axid ar,DRUG
axiron,DRUG
testosterone topical solution,DRUG
axiron vs androgel,DRUG
norethindrone-oral,DRUG
azactam,DRUG
aztreonam-injection,DRUG
azasan,DRUG
azathioprine-injection,DRUG
azathioprine-oral,DRUG
azelaic acid cream-topical,DRUG
azelaic acid gel-topical,DRUG
azelastine hydrochloride and fluticasone propionat,DRUG
azelastine-ophthalmic drops,DRUG
azelex,DRUG
azithromycin 250/500mg tablets-oral,DRUG
azithromycin 600mg tablets-oral,DRUG
azithromycin-injection,DRUG
azithromycin-oral powder packets,DRUG
azithromycin-oral suspension,DRUG
triamcinolone acetonide inhaler,DRUG
azo dine,DRUG
otc,DRUG
phenazopyridine-oral,DRUG
azo-100,DRUG
azo-gantanol,DRUG
sulfamethoxazole,DRUG
smz with phenazopyridine-oral,DRUG
azo-gantrisin,DRUG
sulfisoxazole with phenazopyridine-oral,DRUG
azo-gesic,DRUG
azo-standard,DRUG
brinzolamide-ophthalmic suspension,DRUG
sulfasalazine-oral,DRUG
b & o suppositories,DRUG
belladonna and opium suppository,DRUG
bachelor's buttons,DRUG
feverfew,DRUG
tanacetum parthenium-oral,DRUG
baciguent,DRUG
bacitracin-topical,DRUG
bacitracin-ophthalmic,DRUG
baclofen vs flexeril muscle relaxants for pain,DRUG
baclofen vs lorazepam,DRUG
baclofen vs. clonazepam,DRUG
baclofen-injection,DRUG
baclofen-oral,DRUG
sulfamethoxazole and trimethoprim,DRUG
sulfamethoxazole with trimethoprim-injection,DRUG
sulfamethoxazole with trimethoprim- oral,DRUG
bactrim ds,DRUG
bactrim vs cefdinir,DRUG
bactrim vs cipro,DRUG
mupirocin-topical ointment,DRUG
mupirocin-topical cream,DRUG
bactroban nasal,DRUG
mupirocin-nasal ointment,DRUG
"balm, lemon",DRUG
lemon balm,DRUG
melissa officinalis-oral,DRUG
balsalazide-oral,DRUG
barbiturates-oral,DRUG
baridium,DRUG
basiliximab-injection,DRUG
baycadron,DRUG
dexamethasone-injectable,DRUG
baycol,DRUG
cerivastatin,DRUG
bayer,DRUG
bayer children's aspirin,DRUG
baygam,DRUG
immune globulin-intramuscular,DRUG
bcg vaccine-chemotherapeutic,DRUG
bearberry,DRUG
arctostaphylos uva-ursi-oral,DRUG
becaplermin,DRUG
becaplermin-topical gel,DRUG
beclomethasone,DRUG
hfa-oral aerosol inhaler,DRUG
beclomethasone dipropionate inhaler,DRUG
beclomethasone dipropionate nasal inhaler-spray,DRUG
beclomethasone-nasal,DRUG
beclomethasone-oral inhalation disk inhaler,DRUG
beconase aq,DRUG
beepen-vk,DRUG
penicillin v potassium-oral solids,DRUG
belimumab,DRUG
belladonna alkaloids with barbiturates-oral,DRUG
bellergal-s,DRUG
ergotamine-belladonna-phenobarbital-oral tablet,DRUG
belviq,DRUG
lorcaserin hcl,DRUG
benadryl,DRUG
diphenhydramine-injection,DRUG
diphenhydramine-oral,DRUG
benazepril and hydrochlorothiazide,DRUG
benazepril with hydrochlorothiazide-oral,DRUG
benazepril-oral,DRUG
benefix,DRUG
factor ix human recombinant-injection,DRUG
benemid,DRUG
methyl salicylate & menthol-topical,DRUG
benlysta,DRUG
benoquin,DRUG
monobenzone-topical,DRUG
benoxyl,DRUG
benzoyl peroxide-topical,DRUG
"benserazide with levodopa-oral capsule, tablet",DRUG
bentyl,DRUG
dicyclomine-oral,DRUG
benylin,DRUG
dextromethorphan-oral liquid,DRUG
benzac ac gel,DRUG
benzac ac wash,DRUG
benzac acne eliminating cleanser,DRUG
benzac w,DRUG
benzaclin,DRUG
clindamycin/benzoyl peroxide-topical,DRUG
benzamycin,DRUG
erythromycin and benzoyl peroxide,DRUG
erythromycin with benzoyl peroxide-topical,DRUG
benzefoam,DRUG
benzocaine topical spray,DRUG
benzocaine-antipyrine-phenylephrine-otic,DRUG
benzodiazepine,DRUG
benzodiazepines,DRUG
sleep-inducing-oral,DRUG
benzodiazepines vs. ambien,DRUG
benzodiazepines vs. barbiturates,DRUG
benzodiazepines vs. cyclobenzaprine,DRUG
benzodiazepines vs. narcotics,DRUG
opioids,DRUG
benzodiazepines-oral,DRUG
benzoin-topical,DRUG
benzonatate- oral,DRUG
benzoyl peroxide & erythromycin,DRUG
benzphetamine-oral,DRUG
benztropine mesylate-injection,DRUG
benzydamine-oral rinse,DRUG
benzyl alcohol and pramoxine,DRUG
bepridil,DRUG
beta 1a injection,DRUG
beta blockers,DRUG
beta blockers vs xanax,DRUG
beta blockers-oral,DRUG
beta-blockers vs arbs,DRUG
beta-blockers vs calcium channel blockers,DRUG
beta-blockers vs ssris,DRUG
beta-blockers vs valium,DRUG
beta-blockers w/thiazide diuretics-oral,DRUG
beta-blockers-ophthalmic,DRUG
betahistine-oral,DRUG
betaine-oral,DRUG
betamethasone-calcipotriol-topical,DRUG
betamethasone-salicylic acid ointment-topical,DRUG
betamethasone-topical foam,DRUG
betapace,DRUG
sotalol-oral,DRUG
betaxolol ophthalmic,DRUG
betaxolol-ophthalmic suspension,DRUG
bethanechol-oral,DRUG
bethkis,DRUG
tobramycin inhalation solution-oral,DRUG
betopic s,DRUG
betoptic,DRUG
bexarotene-oral,DRUG
valdecoxib,DRUG
bezafibrate-oral,DRUG
clarithromycin-oral,DRUG
clarithromycin suspension-oral,DRUG
biaxin xl,DRUG
clarithromycin extended-release tablets-oral,DRUG
bicalutamide-oral,DRUG
bicillin c-r,DRUG
"penicillin: benzathine, procaine injection",DRUG
bicillin l-a,DRUG
penicillin g benzathine-injection,DRUG
alk citric acid-oral liquid,DRUG
bicnu,DRUG
carmustine-injection,DRUG
bifidobacterium bifidum-oral,DRUG
bilberry fruit,DRUG
myrtilli fructus-oral,DRUG
"biloba, ginkgo",DRUG
ginkgo,DRUG
ginkgo biloba-oral,DRUG
biltricide,DRUG
praziquantel-oral,DRUG
bimatoprost-ophthalmic solution,DRUG
biologic drug,DRUG
biologics biologic drug class,DRUG
birth control pills vs condoms,DRUG
birth control pills vs depo-provera,DRUG
birth control pills vs nuvaring,DRUG
birth control pills vs patch ortho evra,DRUG
birth control pills vs plan b levonorgestrel,DRUG
bisac-evac,DRUG
bisacodyl-oral,DRUG
bisacodyl-rectal enema,DRUG
bisacolax,DRUG
bismatrol maximum strength,DRUG
bismuth subsalicylate-oral,DRUG
bisoprolol and hydrochlorothiazide,DRUG
bitolterol mesylate,DRUG
black cohosh-oral,DRUG
black sage,DRUG
sage leaf-oral,DRUG
blenoxane,DRUG
bleomycin-injection,DRUG
blephamide,DRUG
sulfacetamide/prednisolone-ophthalmic suspension,DRUG
blephamide s.o.p.,DRUG
sulfacetamide/prednisolone-ophthalmic ointment,DRUG
blocadren,DRUG
blood pressure medications,DRUG
high blood pressure medication,DRUG
blowball,DRUG
dandelion,DRUG
taraxacum officinale-oral,DRUG
blue green algae,DRUG
spirulina sp.-oral,DRUG
boceprevir,DRUG
bonine,DRUG
ibandronate,DRUG
bortezomib-injection,DRUG
bosentan-oral,DRUG
botulinum toxin-injection,DRUG
botox cosmetic,DRUG
bp-bx,DRUG
bpo creamy wash complete pack,DRUG
bpo foaming cloth,DRUG
bpo gel,DRUG
bravelle,DRUG
urofollitropin-injection,DRUG
brazilian cocoa,DRUG
guarana,DRUG
paullinia cupana-oral,DRUG
breo ellipta,DRUG
fluticasone furoate and vilanterol inhalation,DRUG
breo fluticasone furoate albuterol proair proventi,DRUG
brethine,DRUG
terbutaline,DRUG
brevoxyl,DRUG
brexpiprazole,DRUG
bricanyl,DRUG
brintellix,DRUG
vortioxetine,DRUG
brisdelle,DRUG
bromazepam-oral tablet,DRUG
bromfenac,DRUG
bromocriptine-oral,DRUG
bronchodilator-aerosol oral inhaler,DRUG
"bronchodilators, anticholinergic",DRUG
"bronchodilators, long-acting",DRUG
"bronchodilators, short-acting",DRUG
broncomar-1,DRUG
guaifenesin/theophylline/pseudoephedrine liquid,DRUG
budesonide inhaler,DRUG
budesonide nasal inhaler-spray,DRUG
budesonide-nasal liquid spray,DRUG
budesonide-oral,DRUG
budesonide-oral breath activated inhaler,DRUG
budesonide-suspension for nebulizer,DRUG
budesonide/formoterol-inhalation,DRUG
bulk-producing laxatives-oral,DRUG
bumetanide-injection,DRUG
bumetanide-oral,DRUG
bumex,DRUG
buminate,DRUG
buphenyl,DRUG
sodium phenylbutyrate tablets-oral,DRUG
sodium phenylbutyrate powder-oral,DRUG
bupivicaine-injection,DRUG
buprenorphine-naloxone-sublingual,DRUG
buprenorphine-sublingual,DRUG
bupropion hydrochloride extended release,DRUG
bupropion sustained release-oral,DRUG
bupropion sustained release-oral smoking deter,DRUG
bupropion-oral,DRUG
buscopan,DRUG
hyoscine butylbromide-oral,DRUG
buspar,DRUG
buspirone-oral,DRUG
buspar vs zoloft,DRUG
buspirone vs. xanax,DRUG
busulfan-injection,DRUG
busulfan-oral,DRUG
busulfex,DRUG
butalbital w/ acetaminophen-oral,DRUG
butalbital with aspirin and caffeine-oral,DRUG
butalbital/acetaminophen/caffeine-oral,DRUG
butazolidine,DRUG
phenylbutazone,DRUG
butenafine-topical cream,DRUG
butorphanol injection,DRUG
butorphanol tartrate-nasal,DRUG
"buttons, bachelor's",DRUG
cabergoline-oral,DRUG
caduet,DRUG
cafcit,DRUG
caffeine citrate-injection,DRUG
caffeine citrate-oral solution,DRUG
caffeine tablets-oral,DRUG
cal-citrate,DRUG
calcium salts,DRUG
cal-lac,DRUG
caladryl,DRUG
pramoxine-camphor-calamine-cream,DRUG
calamine lotion,DRUG
calamine lotion-topical,DRUG
calan,DRUG
verapamil-oral,DRUG
verapamil extended release-oral,DRUG
calcijex,DRUG
calcitriol-injectable,DRUG
calcimar,DRUG
calcitonin,DRUG
calcitonin salmon-injection,DRUG
calcionate,DRUG
calcipotriene-topical,DRUG
calciquid,DRUG
calcitonin nasal spray,DRUG
calcitriol-oral,DRUG
calcium acetate-oral,DRUG
calcium carbonate antacid-chewable tablets,DRUG
calcium carbonate/vitamin b12/folic acid/vitamin,DRUG
calcium channel blockers,DRUG
calcium channel blockers ccbs vs ace inhibitors,DRUG
calcium gluceptate,DRUG
calcium supplement with vitamin d-oral,DRUG
calcium supplements-oral,DRUG
calciym citrate,DRUG
calmol-4,DRUG
calphosan,DRUG
calphron,DRUG
caltrate 600,DRUG
caltrate 600 plus,DRUG
caltrate 600 plus d,DRUG
norethindrone-oral contraceptive,DRUG
campath,DRUG
camptosar,DRUG
irinotecan-injection,DRUG
canagliflozin,DRUG
canasa,DRUG
cancidas,DRUG
caspofungin-injectable,DRUG
cangrelor,DRUG
cantil,DRUG
mepenzolate- oral,DRUG
capacet,DRUG
capastat,DRUG
capreomycin injection,DRUG
capecitabine,DRUG
capecitabine-oral,DRUG
captopril-oral,DRUG
capozide,DRUG
captopril and hydrochlorothiazide,DRUG
